source_url	domain	citation_instances	sections	leaf_sections	section_citation_counts	is_primary	source_role	title	source_flags
https://zentoren.or.jp/mekki/hyoumenshori.html	zentoren.or.jp	8	2. 読み手が先に知るべき要点 | 3. 判断に使う主要根拠 | 4. 方式選定で迷いやすい論点 | 5. 導入前に確認すべきこと | 6. 参照した主要ソース	## 2. 読み手が先に知るべき要点 | ## 3. 判断に使う主要根拠 | ## 6. 参照した主要ソース | ### 4.1 方式比較の見取り図 | ### 4.2 何が選定を分けるか | ### 5.1 選定前の実務チェックリスト | ### 5.2 判断を誤らないための運用ルール	"{""## 2. 読み手が先に知るべき要点"":1,""## 3. 判断に使う主要根拠"":1,""## 6. 参照した主要ソース"":1,""### 4.1 方式比較の見取り図"":1,""### 4.2 何が選定を分けるか"":1,""### 5.1 選定前の実務チェックリスト"":2,""### 5.2 判断を誤らないための運用ルール"":1}"	false	industry_association	全国鍍金工業組合連合会（ぜんとれん）	preferred-domain
https://mekki.sfj.or.jp/	mekki.sfj.or.jp	6	1. まず押さえる結論 | 3. 判断に使う主要根拠 | 4. 方式選定で迷いやすい論点 | 6. 参照した主要ソース	## 1. まず押さえる結論 | ## 3. 判断に使う主要根拠 | ## 6. 参照した主要ソース | ### 4.1 方式比較の見取り図 | ### 4.5 例外条件と誤解しやすい境界 | ### 4.7 見落としやすい実務リスク	"{""## 1. まず押さえる結論"":1,""## 3. 判断に使う主要根拠"":1,""## 6. 参照した主要ソース"":1,""### 4.1 方式比較の見取り図"":1,""### 4.5 例外条件と誤解しやすい境界"":1,""### 4.7 見落としやすい実務リスク"":1}"	true	professional_body	めっき部会｜表面技術協会	preferred-domain
https://mhlw.go.jp/stf/seisakunitsuite/bunya/0000099121_00005.html	mhlw.go.jp	6	2. 読み手が先に知るべき要点 | 4. 方式選定で迷いやすい論点 | 5. 導入前に確認すべきこと	## 2. 読み手が先に知るべき要点 | ### 4.4 工程全体と関係者のつながり | ### 4.6 直近の制度変更と日付 | ### 4.7 見落としやすい実務リスク | ### 5.1 選定前の実務チェックリスト | ### 5.2 判断を誤らないための運用ルール	"{""## 2. 読み手が先に知るべき要点"":1,""### 4.4 工程全体と関係者のつながり"":1,""### 4.6 直近の制度変更と日付"":1,""### 4.7 見落としやすい実務リスク"":1,""### 5.1 選定前の実務チェックリスト"":1,""### 5.2 判断を誤らないための運用ルール"":1}"	true	official_regulator	新たな化学物質規制に関する特設サイト｜厚生労働省	preferred-domain,institutional-domain
https://pref.osaka.lg.jp/o120080/jigyoshoshido/mizu/r6-4kaisei.html	pref.osaka.lg.jp	6	1. まず押さえる結論 | 2. 読み手が先に知るべき要点 | 3. 判断に使う主要根拠 | 4. 方式選定で迷いやすい論点 | 5. 導入前に確認すべきこと | 6. 参照した主要ソース	## 1. まず押さえる結論 | ## 2. 読み手が先に知るべき要点 | ## 3. 判断に使う主要根拠 | ## 6. 参照した主要ソース | ### 4.6 直近の制度変更と日付 | ### 5.3 このレポートで残る不確実性	"{""## 1. まず押さえる結論"":1,""## 2. 読み手が先に知るべき要点"":1,""## 3. 判断に使う主要根拠"":1,""## 6. 参照した主要ソース"":1,""### 4.6 直近の制度変更と日付"":1,""### 5.3 このレポートで残る不確実性"":1}"	true	legal_text	六価クロム化合物の排水基準と暫定排水基準が改正されました（令和6年4月1日施行）／大阪府（おおさかふ）ホームページ	neutral
https://ulvac-techno.co.jp/service/surface_treatment/faq/001.html	ulvac-techno.co.jp	6	1. まず押さえる結論 | 3. 判断に使う主要根拠 | 4. 方式選定で迷いやすい論点 | 6. 参照した主要ソース	## 1. まず押さえる結論 | ## 3. 判断に使う主要根拠 | ## 6. 参照した主要ソース | ### 4.1 方式比較の見取り図 | ### 4.5 例外条件と誤解しやすい境界 | ### 4.7 見落としやすい実務リスク	"{""## 1. まず押さえる結論"":1,""## 3. 判断に使う主要根拠"":1,""## 6. 参照した主要ソース"":1,""### 4.1 方式比較の見取り図"":1,""### 4.5 例外条件と誤解しやすい境界"":1,""### 4.7 見落としやすい実務リスク"":1}"	false	vendor_first_party	めっきとは？｜FAQ｜表面処理｜サービス｜アルバックテクノ	preferred-domain
https://sfj.or.jp/kaikoku/20220829Kansai.html	sfj.or.jp	5	2. 読み手が先に知るべき要点 | 3. 判断に使う主要根拠 | 4. 方式選定で迷いやすい論点	## 2. 読み手が先に知るべき要点 | ## 3. 判断に使う主要根拠 | ### 4.1 方式比較の見取り図 | ### 4.7 見落としやすい実務リスク	"{""## 2. 読み手が先に知るべき要点"":2,""## 3. 判断に使う主要根拠"":1,""### 4.1 方式比較の見取り図"":1,""### 4.7 見落としやすい実務リスク"":1}"	true	professional_body	2022年関西支部セミナー「湿式めっきの基礎」｜表面技術協会	preferred-domain
https://aen-mekki.or.jp/	aen-mekki.or.jp	4	2. 読み手が先に知るべき要点 | 3. 判断に使う主要根拠 | 4. 方式選定で迷いやすい論点 | 5. 導入前に確認すべきこと	## 2. 読み手が先に知るべき要点 | ## 3. 判断に使う主要根拠 | ### 4.1 方式比較の見取り図 | ### 5.1 選定前の実務チェックリスト	"{""## 2. 読み手が先に知るべき要点"":1,""## 3. 判断に使う主要根拠"":1,""### 4.1 方式比較の見取り図"":1,""### 5.1 選定前の実務チェックリスト"":1}"	true	professional_body	HOME | 一般社団法人 日本溶融亜鉛鍍金協会	preferred-domain
https://env.go.jp/press/press_02720.html	env.go.jp	4	2. 読み手が先に知るべき要点 | 3. 判断に使う主要根拠 | 4. 方式選定で迷いやすい論点 | 6. 参照した主要ソース	## 2. 読み手が先に知るべき要点 | ## 3. 判断に使う主要根拠 | ## 6. 参照した主要ソース | ### 4.6 直近の制度変更と日付	"{""## 2. 読み手が先に知るべき要点"":1,""## 3. 判断に使う主要根拠"":1,""## 6. 参照した主要ソース"":1,""### 4.6 直近の制度変更と日付"":1}"	true	official_regulator	環境大臣が定める排水基準に係る検定方法等の一部改正について | 報道発表資料 | 環境省	preferred-domain,institutional-domain,official-looking-path
https://environment.ec.europa.eu/topics/waste-and-recycling/rohs-directive_en	environment.ec.europa.eu	4	1. まず押さえる結論 | 2. 読み手が先に知るべき要点 | 3. 判断に使う主要根拠 | 4. 方式選定で迷いやすい論点	## 1. まず押さえる結論 | ## 2. 読み手が先に知るべき要点 | ## 3. 判断に使う主要根拠 | ### 4.6 直近の制度変更と日付	"{""## 1. まず押さえる結論"":1,""## 2. 読み手が先に知るべき要点"":1,""## 3. 判断に使う主要根拠"":1,""### 4.6 直近の制度変更と日付"":1}"	true	legal_text	RoHS Directive - Environment - European Commission	preferred-domain
https://epa.gov/stationary-sources-air-pollution/chromium-electroplating-national-emission-standards-hazardous-air	epa.gov	4	1. まず押さえる結論 | 3. 判断に使う主要根拠 | 4. 方式選定で迷いやすい論点 | 6. 参照した主要ソース	## 1. まず押さえる結論 | ## 3. 判断に使う主要根拠 | ## 6. 参照した主要ソース | ### 4.6 直近の制度変更と日付	"{""## 1. まず押さえる結論"":1,""## 3. 判断に使う主要根拠"":1,""## 6. 参照した主要ソース"":1,""### 4.6 直近の制度変更と日付"":1}"	true	official_regulator	Chromium Electroplating: National Emission Standards for Hazardous Air Pollutants | US EPA	preferred-domain,institutional-domain
https://niehs.nih.gov/health/topics/agents/hex-chromium	niehs.nih.gov	3	2. 読み手が先に知るべき要点 | 3. 判断に使う主要根拠 | 6. 参照した主要ソース	## 2. 読み手が先に知るべき要点 | ## 3. 判断に使う主要根拠 | ## 6. 参照した主要ソース	"{""## 2. 読み手が先に知るべき要点"":1,""## 3. 判断に使う主要根拠"":1,""## 6. 参照した主要ソース"":1}"	true	government_context	Hexavalent Chromium | National Institute of Environmental Health Sciences	institutional-domain
https://zentoren.or.jp/mekki/shurui.html	zentoren.or.jp	3	4. 方式選定で迷いやすい論点 | 5. 導入前に確認すべきこと | 6. 参照した主要ソース	## 6. 参照した主要ソース | ### 4.3 用途別に見た方式の役割 | ### 5.1 選定前の実務チェックリスト	"{""## 6. 参照した主要ソース"":1,""### 4.3 用途別に見た方式の役割"":1,""### 5.1 選定前の実務チェックリスト"":1}"	false	industry_association	全国鍍金工業組合連合会（ぜんとれん）	preferred-domain
https://meti.go.jp/policy/mono_info_service/mono/iron_and_steel/downloadfiles/kinzokusozai2.pdf	meti.go.jp	2	2. 読み手が先に知るべき要点 | 4. 方式選定で迷いやすい論点	## 2. 読み手が先に知るべき要点 | ### 4.4 工程全体と関係者のつながり	"{""## 2. 読み手が先に知るべき要点"":1,""### 4.4 工程全体と関係者のつながり"":1}"	true	government_context	金属素材産業関係資料	preferred-domain,institutional-domain,pdf
https://asminternational.org/results/-/journal_content/56/ASMHBA0003687/BOOK-ARTICLE	asminternational.org	1	4. 方式選定で迷いやすい論点	### 4.1 方式比較の見取り図	"{""### 4.1 方式比較の見取り図"":1}"	true	professional_body	Electroplated Coatings - ASM International	preferred-domain
https://echa.europa.eu/substances-restricted-under-reach/-/dislist/details/0b0236e1807e266a	echa.europa.eu	1	2. 読み手が先に知るべき要点	## 2. 読み手が先に知るべき要点	"{""## 2. 読み手が先に知るべき要点"":1}"	true	government_context	ECHA restricted substances under REACH - Nickel details	preferred-domain
