claim_id	section	claim_kind	risk_level	claim_text	evidence_summary	evidence_urls	source_urls	source_domains	evidence_count	primary_source_count	source_role	confidence	status	required_fix	required_evidence_count	required_primary_count	gap_note	exact_date	jurisdiction	regulated_subject	scope	effective_date	transition_period	tone_guidance	tone_reason	caveat
claim-013	## 2. 主要な発見	regulatory	high	EU の RoHS は含有制限、REACH Annex XVII の nickel は主に放出条件で見るため、同じ「材料規制」として一括説明しない方が安全です。European Commission RoHS Directive ECHA Annex XVII conditions	inline citation context	https://environment.ec.europa.eu/topics/waste-and-recycling/rohs-directive_en | https://echa.europa.eu/documents/10162/3bbe9024-52a6-8e63-5581-e686331eb459	https://environment.ec.europa.eu/topics/waste-and-recycling/rohs-directive_en | https://echa.europa.eu/documents/10162/3bbe9024-52a6-8e63-5581-e686331eb459	environment.ec.europa.eu | echa.europa.eu	2	2	legal_text	0.95	ok		2	1			EU	hazardous substances in EEE	skin-contact release condition			standard	official, legal, standards, academic, or public-context support is present	
claim-014	## 3. 主要な根拠と出典	fact	high	めっきは装飾だけでなく、防食、導電、接触、はんだ付け性、拡散バリアなどの機能付与として広く使われる。	日本の学協会・公設試験機関・国際標準の範囲説明が、機能用途を一貫して示している。	https://mekki.sfj.or.jp/ | https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf | https://astm.org/membership-participation/technical-committees/committee-b08/scope-b08	https://mekki.sfj.or.jp/ | https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf | https://astm.org/membership-participation/technical-committees/committee-b08/scope-b08	mekki.sfj.or.jp | www2.orist.jp | astm.org	3	3	professional_body | government_context | standards_body	0.95	ok		2	1								standard	official, legal, standards, academic, or public-context support is present	
claim-015	## 3. 主要な根拠と出典	fact	low	電気めっき、無電解めっき、溶融めっきは形成機構も用途も違い、乾式表面処理は隣接概念として分けて扱う方が安全である。	ASTM B08 の範囲と JISF/Nickel Institute の用途説明が、方式差を別物として扱っている。	https://astm.org/membership-participation/technical-committees/committee-b08/scope-b08 | https://jisf.or.jp/business/tech/aen/index.html | https://nickelinstitute.org/en/resources/technical-guides/properties-and-applications-of-electroless-nickel-10081	https://astm.org/membership-participation/technical-committees/committee-b08/scope-b08 | https://jisf.or.jp/business/tech/aen/index.html | https://nickelinstitute.org/en/resources/technical-guides/properties-and-applications-of-electroless-nickel-10081	astm.org | jisf.or.jp | nickelinstitute.org	3	1	standards_body | industry_association	0.95	ok		2	1								standard	official, legal, standards, academic, or public-context support is present	industry association evidence is best used for sector context, not plant-specific guarantees
claim-016	## 3. 主要な根拠と出典	advice	high	自動車と建材は防食・耐久、電子部品と PCB は接触抵抗・はんだ付け性・微細配線対応を優先軸として見た方がよい。	JFS/JISF、JEITA、IPC が用途別の評価軸を分けている。	https://jisf.or.jp/business/standard/jfs | https://home.jeita.or.jp/ecb/about/part.html | https://ipc.org/TOC/IPC-4552wAm-1-2.pdf	https://jisf.or.jp/business/standard/jfs | https://home.jeita.or.jp/ecb/about/part.html | https://ipc.org/TOC/IPC-4552wAm-1-2.pdf	jisf.or.jp | home.jeita.or.jp | ipc.org	3	1	industry_association | standards_body	0.95	ok		2	1								standard	official, legal, standards, academic, or public-context support is present	industry association evidence is best used for sector context, not plant-specific guarantees
claim-017	## 3. 主要な根拠と出典	advice	high	外注先評価では、めっき種だけでなく前処理、膜厚、後処理、検査、ベーキング、排水/EHS 条件まで確認した方がよい。	PRTR 手引き、ORIST、JCU が工程一連での確認を示している。	https://meti.go.jp/policy/chemical_management/law/prtr/pdf/r5_haishutsu_sanshutsu_manual/3-1.pdf | https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf | https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf	https://meti.go.jp/policy/chemical_management/law/prtr/pdf/r5_haishutsu_sanshutsu_manual/3-1.pdf | https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf | https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf	meti.go.jp | www2.orist.jp | jcu-i.com	3	2	legal_text | government_context | vendor_first_party	0.95	ok		2	1			Japan	wastewater discharge				standard	official, legal, standards, academic, or public-context support is present	
claim-018	## 3. 主要な根拠と出典	fact	high	PCB/HDI の microvia reliability warning は、電子用途全般ではなく microvia-to-target plating reliability の文脈で読むべきである。	IPC warning と IPC-6012F の対象範囲が PCB/rigid board qualification に置かれている。	https://ipc.org/news-release/ipc-issues-electronics-industry-warning-printed-board-microvia-reliability-high | https://electronics.org/news-release/ipc-releases-ipc-6012f-qualification-and-performance-specification-rigid-printed	https://ipc.org/news-release/ipc-issues-electronics-industry-warning-printed-board-microvia-reliability-high | https://electronics.org/news-release/ipc-releases-ipc-6012f-qualification-and-performance-specification-rigid-printed	ipc.org | electronics.org	2	2	standards_body | standard_or_code	0.95	ok		2	1				microvia reliability				standard	official, legal, standards, academic, or public-context support is present	scope-limited claim
claim-019	## 3. 主要な根拠と出典	temporal	high	日本では 2022-04-01 に公共用水域の六価クロム環境基準が 0.05 mg/L から 0.02 mg/L に改正された。	環境省告示の改正日と数値。	https://env.go.jp/press/110052.html	https://env.go.jp/press/110052.html	env.go.jp	1	1	official_regulator	0.85	ok		2	1		2022-04-01	Japan	hexavalent chromium	public water bodies	2022-04-01		standard	official, legal, standards, academic, or public-context support is present	
claim-020	## 3. 主要な根拠と出典	temporal	high	日本の六価クロム測定法は 2024-02-05 公布、2024-04-01 施行で JIS K 0102-3 ベースに改められた。	環境省の公布日、施行日、JIS K0102-3 記載。	https://env.go.jp/press/press_02720.html	https://env.go.jp/press/press_02720.html	env.go.jp	1	1	official_regulator	0.85	ok		2	1		2024-02-05 | 2024-04-01	Japan	hexavalent chromium		2024-02-05		standard	official, legal, standards, academic, or public-context support is present	
claim-021	## 3. 主要な根拠と出典	regulatory	high	日本の一般排水基準では六価クロム化合物は 0.2 mg Cr(VI)/L と整理されている。	環境省の一般排水基準一覧。	https://env.go.jp/water/impure/haisui.html	https://env.go.jp/water/impure/haisui.html	env.go.jp	1	1	official_regulator	0.85	ok		2	1			Japan	hexavalent chromium				standard	official, legal, standards, academic, or public-context support is present	
claim-022	## 3. 主要な根拠と出典	regulatory	high	2024-12-11 時点の暫定排水基準延長対象は亜鉛の電気めっき業で、六価クロムの暫定基準とは確認できない。	環境省の延長告示が対象業種を明示している。	https://env.go.jp/press/press_03960.html	https://env.go.jp/press/press_03960.html	env.go.jp	1	1	official_regulator	0.85	ok		2	1		2024-12-11	Japan	hexavalent chromium		2024-12-11	temporary transitional measure	standard	official, legal, standards, academic, or public-context support is present	
claim-023	## 3. 主要な根拠と出典	regulatory	high	OSHA の作業者ばく露に関する Chromium(VI) standard は 5 µg/m3 の 8-hour TWA を PEL としている。	OSHA 本文に PEL を明記。	https://osha.gov/laws-regs/regulations/standardnumber/1910/1910.1026	https://osha.gov/laws-regs/regulations/standardnumber/1910/1910.1026	osha.gov	1	1	legal_text	0.85	ok		2	1			United States	worker exposure				standard	official, legal, standards, academic, or public-context support is present	
claim-024	## 3. 主要な根拠と出典	regulatory	high	EU RoHS は含有制限、REACH Annex XVII の nickel は主に放出条件でみる。	EC と ECHA の公式説明が異なるロジックを採る。	https://environment.ec.europa.eu/topics/waste-and-recycling/rohs-directive_en | https://echa.europa.eu/documents/10162/3bbe9024-52a6-8e63-5581-e686331eb459	https://environment.ec.europa.eu/topics/waste-and-recycling/rohs-directive_en | https://echa.europa.eu/documents/10162/3bbe9024-52a6-8e63-5581-e686331eb459	environment.ec.europa.eu | echa.europa.eu	2	2	legal_text	0.95	ok		2	1			EU	hazardous substances in EEE	skin-contact release condition			standard	official, legal, standards, academic, or public-context support is present	
claim-025	## 3. 主要な根拠と出典	fact	high	EPA は electroplating effluent guidelines と chromium finishing questionnaire を通じて、排水/EHS と chrome finishing/PFAS 文脈を別々の regulatory track として扱っている。	effluent guidelines と questionnaire の対象が分かれている。	https://epa.gov/eg/electroplating-effluent-guidelines | https://epa.gov/eg/chromium-finishing-questionnaire	https://epa.gov/eg/electroplating-effluent-guidelines | https://epa.gov/eg/chromium-finishing-questionnaire	epa.gov	2	2	official_regulator | government_context	0.95	ok		2	1			United States	wastewater discharge				standard	official, legal, standards, academic, or public-context support is present	scope-limited claim
claim-026	### 4.1 方式ごとの比較ポイント	fact	low	電気めっき - 形成のしかた: 電流で金属を析出させる	table cell	https://mekki.sfj.or.jp/ | https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf	https://mekki.sfj.or.jp/ | https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf	mekki.sfj.or.jp | www2.orist.jp	2	2	professional_body | government_context	0.95	ok		2	1								standard	official, legal, standards, academic, or public-context support is present	
claim-027	### 4.1 方式ごとの比較ポイント	fact	low	電気めっき - 強み: 導電、接触、耐食、外観、量産性の調整幅が広い	table cell	https://mekki.sfj.or.jp/ | https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf	https://mekki.sfj.or.jp/ | https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf	mekki.sfj.or.jp | www2.orist.jp	2	2	professional_body | government_context	0.95	ok		2	1								standard	official, legal, standards, academic, or public-context support is present	
claim-028	### 4.1 方式ごとの比較ポイント	fact	low	電気めっき - 向いている例: コネクタ、機械部品、装飾、一般部品	table cell	https://mekki.sfj.or.jp/ | https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf	https://mekki.sfj.or.jp/ | https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf	mekki.sfj.or.jp | www2.orist.jp	2	2	professional_body | government_context	0.95	ok		2	1								standard	official, legal, standards, academic, or public-context support is present	
claim-029	### 4.1 方式ごとの比較ポイント	fact	high	電気めっき - 主な注意点: 前処理、膜厚分布、水素脆化を外せない。表面技術協会 ORIST	table cell	https://mekki.sfj.or.jp/ | https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf	https://mekki.sfj.or.jp/ | https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf	mekki.sfj.or.jp | www2.orist.jp	2	2	professional_body | government_context	0.95	ok		2	1								standard	official, legal, standards, academic, or public-context support is present	
claim-030	### 4.1 方式ごとの比較ポイント	fact	low	無電解めっき - 形成のしかた: 化学還元で析出させる	table cell	https://nickelinstitute.org/en/resources/technical-guides/properties-and-applications-of-electroless-nickel-10081 | https://nickelinstitute.org/en/resources/publications/nickel-plating-handbook-en | https://astm.org/membership-participation/technical-committees/committee-b08/scope-b08	https://nickelinstitute.org/en/resources/technical-guides/properties-and-applications-of-electroless-nickel-10081 | https://nickelinstitute.org/en/resources/publications/nickel-plating-handbook-en | https://astm.org/membership-participation/technical-committees/committee-b08/scope-b08	nickelinstitute.org | astm.org	3	1	industry_association | standards_body	0.95	ok		2	1								standard	official, legal, standards, academic, or public-context support is present	industry association evidence is best used for sector context, not plant-specific guarantees
claim-031	### 4.1 方式ごとの比較ポイント	fact	low	無電解めっき - 強み: 複雑形状でも比較的均一、電流分布に依らない	table cell	https://nickelinstitute.org/en/resources/technical-guides/properties-and-applications-of-electroless-nickel-10081 | https://nickelinstitute.org/en/resources/publications/nickel-plating-handbook-en | https://astm.org/membership-participation/technical-committees/committee-b08/scope-b08	https://nickelinstitute.org/en/resources/technical-guides/properties-and-applications-of-electroless-nickel-10081 | https://nickelinstitute.org/en/resources/publications/nickel-plating-handbook-en | https://astm.org/membership-participation/technical-committees/committee-b08/scope-b08	nickelinstitute.org | astm.org	3	1	industry_association | standards_body	0.95	ok		2	1								standard	official, legal, standards, academic, or public-context support is present	industry association evidence is best used for sector context, not plant-specific guarantees
claim-032	### 4.1 方式ごとの比較ポイント	fact	low	無電解めっき - 向いている例: 無電解 Ni-P、電子部品、機能性表面	table cell	https://nickelinstitute.org/en/resources/technical-guides/properties-and-applications-of-electroless-nickel-10081 | https://nickelinstitute.org/en/resources/publications/nickel-plating-handbook-en | https://astm.org/membership-participation/technical-committees/committee-b08/scope-b08	https://nickelinstitute.org/en/resources/technical-guides/properties-and-applications-of-electroless-nickel-10081 | https://nickelinstitute.org/en/resources/publications/nickel-plating-handbook-en | https://astm.org/membership-participation/technical-committees/committee-b08/scope-b08	nickelinstitute.org | astm.org	3	1	industry_association | standards_body	0.95	ok		2	1								standard	official, legal, standards, academic, or public-context support is present	industry association evidence is best used for sector context, not plant-specific guarantees
claim-033	### 4.1 方式ごとの比較ポイント	advice	high	無電解めっき - 主な注意点: 浴管理、析出速度、りん含有率、はんだ付け性や熱処理条件の確認が重要。Nickel Institute Nickel Plating Handbook ASTM B08 Scope	table cell	https://nickelinstitute.org/en/resources/technical-guides/properties-and-applications-of-electroless-nickel-10081 | https://nickelinstitute.org/en/resources/publications/nickel-plating-handbook-en | https://astm.org/membership-participation/technical-committees/committee-b08/scope-b08	https://nickelinstitute.org/en/resources/technical-guides/properties-and-applications-of-electroless-nickel-10081 | https://nickelinstitute.org/en/resources/publications/nickel-plating-handbook-en | https://astm.org/membership-participation/technical-committees/committee-b08/scope-b08	nickelinstitute.org | astm.org	3	1	industry_association | standards_body	0.95	ok		2	1								standard	official, legal, standards, academic, or public-context support is present	industry association evidence is best used for sector context, not plant-specific guarantees
claim-034	### 4.1 方式ごとの比較ポイント	fact	low	溶融めっき - 形成のしかた: 溶融金属浴に浸漬して被覆する	table cell	https://jisf.or.jp/business/tech/aen/index.html | https://astm.org/membership-participation/technical-committees/committee-b08/scope-b08	https://jisf.or.jp/business/tech/aen/index.html | https://astm.org/membership-participation/technical-committees/committee-b08/scope-b08	jisf.or.jp | astm.org	2	1	industry_association | standards_body	0.85	ok		2	1								standard	official, legal, standards, academic, or public-context support is present	industry association evidence is best used for sector context, not plant-specific guarantees
claim-035	### 4.1 方式ごとの比較ポイント	fact	low	溶融めっき - 強み: 厚い防食層、鋼材用途に強い	table cell	https://jisf.or.jp/business/tech/aen/index.html | https://astm.org/membership-participation/technical-committees/committee-b08/scope-b08	https://jisf.or.jp/business/tech/aen/index.html | https://astm.org/membership-participation/technical-committees/committee-b08/scope-b08	jisf.or.jp | astm.org	2	1	industry_association | standards_body	0.85	ok		2	1								standard	official, legal, standards, academic, or public-context support is present	industry association evidence is best used for sector context, not plant-specific guarantees
claim-036	### 4.1 方式ごとの比較ポイント	fact	low	溶融めっき - 向いている例: 建材、自動車用鋼板、鋼構造物	table cell	https://jisf.or.jp/business/tech/aen/index.html | https://astm.org/membership-participation/technical-committees/committee-b08/scope-b08	https://jisf.or.jp/business/tech/aen/index.html | https://astm.org/membership-participation/technical-committees/committee-b08/scope-b08	jisf.or.jp | astm.org	2	1	industry_association | standards_body	0.85	ok		2	1								standard	official, legal, standards, academic, or public-context support is present	industry association evidence is best used for sector context, not plant-specific guarantees
claim-037	### 4.1 方式ごとの比較ポイント	fact	low	溶融めっき - 主な注意点: 鋼板・鋼材中心で、湿式めっきと同じ比較軸で語らない方が安全。日本鉄鋼連盟 ASTM B08 Scope	table cell	https://jisf.or.jp/business/tech/aen/index.html | https://astm.org/membership-participation/technical-committees/committee-b08/scope-b08	https://jisf.or.jp/business/tech/aen/index.html | https://astm.org/membership-participation/technical-committees/committee-b08/scope-b08	jisf.or.jp | astm.org	2	1	industry_association | standards_body	0.85	ok		2	1			Japan					standard	official, legal, standards, academic, or public-context support is present	industry association evidence is best used for sector context, not plant-specific guarantees
claim-038	### 4.1 方式ごとの比較ポイント	fact	low	乾式/真空系表面処理 - 形成のしかた: 蒸着、スパッタ等で薄膜形成	table cell	https://astm.org/membership-participation/technical-committees/committee-b08/scope-b08 | https://semicon.jeita.or.jp/STRJ/ITRS/2007/12%202007_ITRS_A%26P_Japanese_v2.0.pdf	https://astm.org/membership-participation/technical-committees/committee-b08/scope-b08 | https://semicon.jeita.or.jp/STRJ/ITRS/2007/12%202007_ITRS_A%26P_Japanese_v2.0.pdf	astm.org | semicon.jeita.or.jp	2	1	standards_body | industry_association	0.85	ok		2	1								standard	official, legal, standards, academic, or public-context support is present	industry association evidence is best used for sector context, not plant-specific guarantees
claim-039	### 4.1 方式ごとの比較ポイント	fact	low	乾式/真空系表面処理 - 強み: 微細・高機能薄膜、半導体周辺で有効	table cell	https://astm.org/membership-participation/technical-committees/committee-b08/scope-b08 | https://semicon.jeita.or.jp/STRJ/ITRS/2007/12%202007_ITRS_A%26P_Japanese_v2.0.pdf	https://astm.org/membership-participation/technical-committees/committee-b08/scope-b08 | https://semicon.jeita.or.jp/STRJ/ITRS/2007/12%202007_ITRS_A%26P_Japanese_v2.0.pdf	astm.org | semicon.jeita.or.jp	2	1	standards_body | industry_association	0.85	ok		2	1								standard	official, legal, standards, academic, or public-context support is present	industry association evidence is best used for sector context, not plant-specific guarantees
claim-040	### 4.1 方式ごとの比較ポイント	fact	low	乾式/真空系表面処理 - 向いている例: 半導体、真空プロセス用途	table cell	https://astm.org/membership-participation/technical-committees/committee-b08/scope-b08 | https://semicon.jeita.or.jp/STRJ/ITRS/2007/12%202007_ITRS_A%26P_Japanese_v2.0.pdf	https://astm.org/membership-participation/technical-committees/committee-b08/scope-b08 | https://semicon.jeita.or.jp/STRJ/ITRS/2007/12%202007_ITRS_A%26P_Japanese_v2.0.pdf	astm.org | semicon.jeita.or.jp	2	1	standards_body | industry_association	0.85	ok		2	1								standard	official, legal, standards, academic, or public-context support is present	industry association evidence is best used for sector context, not plant-specific guarantees
