source_url	domain	citation_instances	sections	leaf_sections	section_citation_counts	is_primary	source_role	title	source_flags
https://meti.go.jp/policy/chemical_management/law/prtr/pdf/r5_haishutsu_sanshutsu_manual/3-1.pdf	meti.go.jp	6	2. 主要な発見 | 3. 主要な根拠と出典 | 4. 論点別の分析 | 5. 判断のために確認すべきことと追加調査	## 2. 主要な発見 | ## 3. 主要な根拠と出典 | ### 4.3 工程・設備・外注先を見るポイント | ### 4.6 実務判断に効くコストと品質の勘所 | ### 5.1 実務チェックリスト | ### 5.3 不確実性と追加調査	"{""## 2. 主要な発見"":1,""## 3. 主要な根拠と出典"":1,""### 4.3 工程・設備・外注先を見るポイント"":1,""### 4.6 実務判断に効くコストと品質の勘所"":1,""### 5.1 実務チェックリスト"":1,""### 5.3 不確実性と追加調査"":1}"	true	legal_text	METI PRTR 手引き	preferred-domain,institutional-domain,pdf
https://jisf.or.jp/business/tech/aen/index.html	jisf.or.jp	5	1. 要約 | 3. 主要な根拠と出典 | 4. 論点別の分析	## 1. 要約 | ## 3. 主要な根拠と出典 | ### 4.1 方式ごとの比較ポイント | ### 4.2 用途別・産業別に何が違うか	"{""## 1. 要約"":1,""## 3. 主要な根拠と出典"":1,""### 4.1 方式ごとの比較ポイント"":1,""### 4.2 用途別・産業別に何が違うか"":2}"	false	industry_association	日本鉄鋼連盟 亜鉛めっき鋼板	preferred-domain
https://osha.gov/laws-regs/regulations/standardnumber/1910/1910.1026	osha.gov	5	1. 要約 | 3. 主要な根拠と出典 | 4. 論点別の分析	## 1. 要約 | ## 3. 主要な根拠と出典 | ### 4.3 工程・設備・外注先を見るポイント | ### 4.5 いま変わっている制度・市場・技術 | ### 4.7 見落とすと危険なドメイン固有リスク	"{""## 1. 要約"":1,""## 3. 主要な根拠と出典"":1,""### 4.3 工程・設備・外注先を見るポイント"":1,""### 4.5 いま変わっている制度・市場・技術"":1,""### 4.7 見落とすと危険なドメイン固有リスク"":1}"	true	legal_text	OSHA 29 CFR 1910.1026	preferred-domain,institutional-domain,official-looking-path
https://store.astm.org/Standards/B849.htm	store.astm.org	5	2. 主要な発見 | 4. 論点別の分析 | 5. 判断のために確認すべきことと追加調査	## 2. 主要な発見 | ### 4.2 用途別・産業別に何が違うか | ### 4.3 工程・設備・外注先を見るポイント | ### 4.7 見落とすと危険なドメイン固有リスク | ### 5.1 実務チェックリスト	"{""## 2. 主要な発見"":1,""### 4.2 用途別・産業別に何が違うか"":1,""### 4.3 工程・設備・外注先を見るポイント"":1,""### 4.7 見落とすと危険なドメイン固有リスク"":1,""### 5.1 実務チェックリスト"":1}"	true	standard_or_code	ASTM B849	
https://store.astm.org/f0519-17a.html	store.astm.org	5	2. 主要な発見 | 4. 論点別の分析 | 5. 判断のために確認すべきことと追加調査	## 2. 主要な発見 | ### 4.2 用途別・産業別に何が違うか | ### 4.3 工程・設備・外注先を見るポイント | ### 4.7 見落とすと危険なドメイン固有リスク | ### 5.1 実務チェックリスト	"{""## 2. 主要な発見"":1,""### 4.2 用途別・産業別に何が違うか"":1,""### 4.3 工程・設備・外注先を見るポイント"":1,""### 4.7 見落とすと危険なドメイン固有リスク"":1,""### 5.1 実務チェックリスト"":1}"	true	standards_body	ASTM F519	
https://env.go.jp/press/110052.html	env.go.jp	4	1. 要約 | 2. 主要な発見 | 3. 主要な根拠と出典 | 4. 論点別の分析	## 1. 要約 | ## 2. 主要な発見 | ## 3. 主要な根拠と出典 | ### 4.5 いま変わっている制度・市場・技術	"{""## 1. 要約"":1,""## 2. 主要な発見"":1,""## 3. 主要な根拠と出典"":1,""### 4.5 いま変わっている制度・市場・技術"":1}"	true	official_regulator	環境省 2022-04-01 告示	preferred-domain,institutional-domain,official-looking-path
https://env.go.jp/press/press_02720.html	env.go.jp	4	1. 要約 | 2. 主要な発見 | 3. 主要な根拠と出典 | 4. 論点別の分析	## 1. 要約 | ## 2. 主要な発見 | ## 3. 主要な根拠と出典 | ### 4.5 いま変わっている制度・市場・技術	"{""## 1. 要約"":1,""## 2. 主要な発見"":1,""## 3. 主要な根拠と出典"":1,""### 4.5 いま変わっている制度・市場・技術"":1}"	true	official_regulator	環境省 2024-02-05 公布	preferred-domain,institutional-domain,official-looking-path
https://env.go.jp/press/press_03960.html	env.go.jp	4	2. 主要な発見 | 3. 主要な根拠と出典 | 4. 論点別の分析	## 2. 主要な発見 | ## 3. 主要な根拠と出典 | ### 4.4 誤解しやすい点と例外 | ### 4.5 いま変わっている制度・市場・技術	"{""## 2. 主要な発見"":1,""## 3. 主要な根拠と出典"":1,""### 4.4 誤解しやすい点と例外"":1,""### 4.5 いま変わっている制度・市場・技術"":1}"	true	official_regulator	環境省 2024-12-11 暫定基準延長	preferred-domain,institutional-domain,official-looking-path
https://home.jeita.or.jp/page_file/20200526181633_4fCp1lxIJG.pdf	home.jeita.or.jp	4	2. 主要な発見 | 4. 論点別の分析	## 2. 主要な発見 | ### 4.2 用途別・産業別に何が違うか | ### 4.6 実務判断に効くコストと品質の勘所 | ### 4.7 見落とすと危険なドメイン固有リスク	"{""## 2. 主要な発見"":1,""### 4.2 用途別・産業別に何が違うか"":1,""### 4.6 実務判断に効くコストと品質の勘所"":1,""### 4.7 見落とすと危険なドメイン固有リスク"":1}"	false	industry_association	JEITA 信頼性評価ガイド	preferred-domain,pdf
https://mlit.go.jp/mizukokudo/sewerage/mizukokudo_sewerage_tk_000637.html	mlit.go.jp	4	4. 論点別の分析 | 5. 判断のために確認すべきことと追加調査	### 4.4 誤解しやすい点と例外 | ### 5.1 実務チェックリスト | ### 5.2 追加で確認したい主張と調査の向き | ### 5.3 不確実性と追加調査	"{""### 4.4 誤解しやすい点と例外"":1,""### 5.1 実務チェックリスト"":1,""### 5.2 追加で確認したい主張と調査の向き"":1,""### 5.3 不確実性と追加調査"":1}"	true	government_context	国交省 除害施設	preferred-domain,institutional-domain
https://nickelinstitute.org/en/resources/publications/nickel-plating-handbook-en	nickelinstitute.org	4	2. 主要な発見 | 4. 論点別の分析	## 2. 主要な発見 | ### 4.1 方式ごとの比較ポイント | ### 4.3 工程・設備・外注先を見るポイント	"{""## 2. 主要な発見"":1,""### 4.1 方式ごとの比較ポイント"":2,""### 4.3 工程・設備・外注先を見るポイント"":1}"	false	industry_association	Nickel Plating Handbook	preferred-domain
https://nickelinstitute.org/en/resources/technical-guides/properties-and-applications-of-electroless-nickel-10081	nickelinstitute.org	4	1. 要約 | 3. 主要な根拠と出典 | 4. 論点別の分析	## 1. 要約 | ## 3. 主要な根拠と出典 | ### 4.1 方式ごとの比較ポイント | ### 4.3 工程・設備・外注先を見るポイント	"{""## 1. 要約"":1,""## 3. 主要な根拠と出典"":1,""### 4.1 方式ごとの比較ポイント"":1,""### 4.3 工程・設備・外注先を見るポイント"":1}"	false	industry_association	Properties and Applications of Electroless Nickel	preferred-domain
https://epa.gov/eg/electroplating-effluent-guidelines	epa.gov	3	3. 主要な根拠と出典 | 4. 論点別の分析	## 3. 主要な根拠と出典 | ### 4.5 いま変わっている制度・市場・技術 | ### 4.7 見落とすと危険なドメイン固有リスク	"{""## 3. 主要な根拠と出典"":1,""### 4.5 いま変わっている制度・市場・技術"":1,""### 4.7 見落とすと危険なドメイン固有リスク"":1}"	true	official_regulator	EPA Electroplating Effluent Guidelines	preferred-domain,institutional-domain
https://home.jeita.or.jp/ecb/about/part.html	home.jeita.or.jp	3	2. 主要な発見 | 3. 主要な根拠と出典 | 4. 論点別の分析	## 2. 主要な発見 | ## 3. 主要な根拠と出典 | ### 4.2 用途別・産業別に何が違うか	"{""## 2. 主要な発見"":1,""## 3. 主要な根拠と出典"":1,""### 4.2 用途別・産業別に何が違うか"":1}"	false	industry_association	JEITA 電子部品部会	preferred-domain
https://jisf.or.jp/business/standard/jfs	jisf.or.jp	3	2. 主要な発見 | 3. 主要な根拠と出典 | 4. 論点別の分析	## 2. 主要な発見 | ## 3. 主要な根拠と出典 | ### 4.2 用途別・産業別に何が違うか	"{""## 2. 主要な発見"":1,""## 3. 主要な根拠と出典"":1,""### 4.2 用途別・産業別に何が違うか"":1}"	false	industry_association	JFS	preferred-domain,official-looking-path
https://semicon.jeita.or.jp/STRJ/ITRS/2007/12%202007_ITRS_A%26P_Japanese_v2.0.pdf	semicon.jeita.or.jp	3	4. 論点別の分析 | 5. 判断のために確認すべきことと追加調査	### 4.1 方式ごとの比較ポイント | ### 4.2 用途別・産業別に何が違うか | ### 5.2 追加で確認したい主張と調査の向き	"{""### 4.1 方式ごとの比較ポイント"":1,""### 4.2 用途別・産業別に何が違うか"":1,""### 5.2 追加で確認したい主張と調査の向き"":1}"	false	industry_association	JEITA/ITRS 2007	
https://epa.gov/eg/chromium-finishing-questionnaire	epa.gov	2	3. 主要な根拠と出典 | 4. 論点別の分析	## 3. 主要な根拠と出典 | ### 4.5 いま変わっている制度・市場・技術	"{""## 3. 主要な根拠と出典"":1,""### 4.5 いま変わっている制度・市場・技術"":1}"	true	government_context	EPA Chromium Finishing Questionnaire	preferred-domain,institutional-domain
https://jisf.or.jp/info/book/docs/tosouaenkeimekkikouhangosiyounotebikikaitei.pdf	jisf.or.jp	1	4. 論点別の分析	### 4.2 用途別・産業別に何が違うか	"{""### 4.2 用途別・産業別に何が違うか"":1}"	false	industry_association	塗装亜鉛系めっき鋼板の手引き	
https://meti.go.jp/policy/chemical_management/kasinhou/files/information/ra/use_category_002.pdf	meti.go.jp	1	4. 論点別の分析	### 4.6 実務判断に効くコストと品質の勘所	"{""### 4.6 実務判断に効くコストと品質の勘所"":1}"	true	government_context	METI	preferred-domain,institutional-domain,pdf
